Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency,dep_lat,dep_lon,arr_lat,arr_lon,Arr City Name,Arr Country Name
M,LHR,LON,HEL,HEL,International,22-Apr,2,51.5031653,-0.1123051,60.1698557,24.938379,HELSINKI,Finland
M,LGW,LON,TRN,TRN,International,22-Apr,1,51.5031653,-0.1123051,45.0703155,7.6868552,TURIN,Italy
L,LTN,LON,KRK,KRK,International,22-Apr,5,51.5031653,-0.1123051,50.0646501,19.9449799,KRAKOW,Poland
M,LHR,LON,FAO,FAO,International,22-Apr,4,51.5031653,-0.1123051,37.7412488,-25.6755944,FARO,Portugal (including Azores & Madeira)
M,LHR,LON,ZRH,ZRH,International,22-Apr,25,51.5031653,-0.1123051,47.3768866,8.541694,ZURICH,Switzerland
L,STN,LON,BDS,BDS,International,22-Apr,9,51.5031653,-0.1123051,40.6327732,17.9418724,BRINDISI,Italy
L,STN,LON,HAM,HAM,International,22-Apr,4,51.5031653,-0.1123051,53.5488282,9.9871703,HAMBURG,Germany
M,LHR,LON,CDG,PAR,International,22-Apr,2,51.5031653,-0.1123051,48.8809481,2.3553137,PARIS,France
M,LHR,LON,ABZ,ABZ,Domestic,22-Apr,1,51.5031653,-0.1123051,57.1498891,-2.0937528,ABERDEEN,United Kingdom
L,LGW,LON,CHQ,CHQ,International,22-Apr,19,51.5031653,-0.1123051,35.5138298,24.0180367,CHANIA,Greece
L,STN,LON,HER,HER,International,22-Apr,6,51.5031653,-0.1123051,35.3387352,25.1442126,IRAKLEION,Greece
M,LHR,LON,DOH,DOH,International,22-Apr,81,51.5031653,-0.1123051,25.2854473,51.5310398,DOHA,Qatar
M,LHR,LON,ATL,ATL,International,22-Apr,1,51.5031653,-0.1123051,33.748752,-84.3876845,ATLANTA,United States of America
M,LHR,LON,ARN,STO,International,22-Apr,1,51.5031653,-0.1123051,59.3293235,18.0685808,STOCKHOLM,Sweden
L,STN,LON,SNN,SNN,International,22-Apr,60,51.5031653,-0.1123051,52.7117822,-8.8783365,SHANNON,Ireland
M,LHR,LON,MAD,MAD,International,22-Apr,1,51.5031653,-0.1123051,40.4167279,-3.7032905,MADRID,Spain and Canary Islands
L,LGW,LON,ALC,ALC,International,22-Apr,18,51.5031653,-0.1123051,38.3457685,-0.4909444,ALICANTE,Spain and Canary Islands
M,LTN,LON,TLV,TLV,International,22-Apr,13,51.5031653,-0.1123051,32.0852999,34.7817676,TEL AVIV YAFO,Israel
M,LGW,LON,CUN,CUN,International,22-Apr,3,51.5031653,-0.1123051,21.161908,-86.8515279,CANCUN,Mexico
L,LGW,LON,CPH,CPH,International,22-Apr,2,51.5031653,-0.1123051,55.6760968,12.5683371,COPENHAGEN,Denmark
L,LGW,LON,BIQ,BIQ,International,22-Apr,9,51.5031653,-0.1123051,43.4831519,-1.558626,BIARRITZ,France
L,STN,LON,BRI,BRI,International,22-Apr,22,51.5031653,-0.1123051,41.1171432,16.8718715,BARI,Italy
M,LGW,LON,MBJ,MBJ,International,22-Apr,3,51.5031653,-0.1123051,18.4713814,-77.9228676,MONTEGO BAY,Jamaica
M,LHR,LON,MAD,MAD,International,22-Apr,1,51.5031653,-0.1123051,40.4167279,-3.7032905,MADRID,Spain and Canary Islands
M,LHR,LON,HAM,HAM,International,22-Apr,1,51.5031653,-0.1123051,53.5488282,9.9871703,HAMBURG,Germany
M,LHR,LON,TPE,TPE,International,22-Apr,4,51.5031653,-0.1123051,25.0329636,121.5654268,TAIPEI,Chinese Taipei
M,LHR,LON,LAS,LAS,International,22-Apr,30,51.5031653,-0.1123051,36.171563,-115.1391009,LAS VEGAS,United States of America
M,LGW,LON,RAK,RAK,International,22-Apr,15,51.5031653,-0.1123051,31.6225224,-7.9898258,MARRAKECH,Morocco
L,LGW,LON,VIE,VIE,International,22-Apr,60,51.5031653,-0.1123051,48.2080696,16.3713095,VIENNA,Austria
L,STN,LON,BJV,BXN,International,22-Apr,1,51.5031653,-0.1123051,#N/A,#N/A,#N/A,#N/A
L,LGW,LON,MLA,MLA,International,22-Apr,30,51.5031653,-0.1123051,35.937496,14.375416,MALTA,Malta
L,LGW,LON,SOF,SOF,International,22-Apr,9,51.5031653,-0.1123051,42.6977082,23.3218675,SOFIA,Bulgaria
M,STN,LON,CMF,CMF,International,22-Apr,1,51.5031653,-0.1123051,45.564601,5.917781,CHAMBERY,France
M,LHR,LON,TFS,TCI,International,22-Apr,5,51.5031653,-0.1123051,28.2915637,-16.6291304,TENERIFE,Spain and Canary Islands
L,LTN,LON,ACE,ACE,International,22-Apr,9,51.5031653,-0.1123051,29.0468535,-13.5899733,LANZAROTE,Spain and Canary Islands
M,LHR,LON,EDI,EDI,Domestic,22-Apr,24,51.5031653,-0.1123051,55.953252,-3.188267,EDINBURGH,United Kingdom
M,LHR,LON,GLA,GLA,Domestic,22-Apr,1,51.5031653,-0.1123051,55.8616704,-4.2583345,GLASGOW,United Kingdom
M,LGW,LON,AYT,AYT,International,22-Apr,22,51.5031653,-0.1123051,36.8968908,30.7133233,ANTALYA,Turkey
M,LGW,LON,FAO,FAO,International,22-Apr,14,51.5031653,-0.1123051,37.7412488,-25.6755944,FARO,Portugal (including Azores & Madeira)
M,LHR,LON,BOS,BOS,International,22-Apr,5,51.5031653,-0.1123051,42.3600825,-71.0588801,BOSTON,United States of America
M,LGW,LON,PMI,PMI,International,22-Apr,14,51.5031653,-0.1123051,39.5726541,2.6568551,PALMA MALLORCA,Spain and Canary Islands
L,LGW,LON,LIS,LIS,International,22-Apr,1,51.5031653,-0.1123051,37.7412488,-25.6755944,LISBON,Portugal (including Azores & Madeira)
L,STN,LON,AHO,AHO,International,22-Apr,9,51.5031653,-0.1123051,40.5582971,8.319107,ALGHERO,Italy
M,LHR,LON,FRA,FRA,International,22-Apr,52,51.5031653,-0.1123051,50.1109221,8.6821267,FRANKFURT,Germany
M,LHR,LON,BAH,BAH,International,22-Apr,60,51.5031653,-0.1123051,26.0667,50.5577,BAHRAIN,Bahrain
L,STN,LON,MLA,MLA,International,22-Apr,4,51.5031653,-0.1123051,35.937496,14.375416,MALTA,Malta
L,LTN,LON,SJJ,SJJ,International,22-Apr,9,51.5031653,-0.1123051,43.8562586,18.4130763,SARAJEVO,Bosnia and Herzegovina
L,LHR,LON,DUS,DUS,International,22-Apr,8,51.5031653,-0.1123051,51.2230411,6.7824545,DUSSELDORF,Germany
M,LGW,LON,MBJ,MBJ,International,22-Apr,4,51.5031653,-0.1123051,18.4713814,-77.9228676,MONTEGO BAY,Jamaica
L,STN,LON,CIA,ROM,International,22-Apr,129,51.5031653,-0.1123051,41.8967068,12.4822025,ROME,Italy
M,LHR,LON,HAN,HAN,International,22-Apr,3,51.5031653,-0.1123051,21.0277644,105.8341598,HANOI,Vietnam
M,LGW,LON,MBJ,MBJ,International,22-Apr,4,51.5031653,-0.1123051,18.4713814,-77.9228676,MONTEGO BAY,Jamaica
L,STN,LON,KSC,KSC,International,22-Apr,21,51.5031653,-0.1123051,48.7163857,21.2610746,KOSICE,Slovak Republic
L,LGW,LON,NAP,NAP,International,22-Apr,9,51.5031653,-0.1123051,40.8517983,14.26812,NAPLES,Italy
M,LGW,LON,FAO,FAO,International,22-Apr,3,51.5031653,-0.1123051,37.7412488,-25.6755944,FARO,Portugal (including Azores & Madeira)
L,LTN,LON,MXP,MIL,International,22-Apr,27,51.5031653,-0.1123051,45.468503,9.1824027,MILAN,Italy
L,LGW,LON,BDS,BDS,International,22-Apr,3,51.5031653,-0.1123051,40.6327732,17.9418724,BRINDISI,Italy
L,LGW,LON,JTR,JTR,International,22-Apr,1,51.5031653,-0.1123051,36.3931562,25.4615092,THIRA,Greece
L,STN,LON,KIR,KIR,International,22-Apr,21,51.5031653,-0.1123051,52.1544607,-9.5668632,KERRY,Ireland
M,LHR,LON,OPO,OPO,International,22-Apr,35,51.5031653,-0.1123051,37.7412488,-25.6755944,PORTO,Portugal (including Azores & Madeira)
M,LHR,LON,ZYL,ZYL,International,22-Apr,5,51.5031653,-0.1123051,24.9047808,91.8600079,SYLHET,Bangladesh
M,LHR,LON,BRU,BRU,International,22-Apr,31,51.5031653,-0.1123051,50.8476424,4.3571696,BRUSSELS,Belgium
M,LHR,LON,AMS,AMS,International,22-Apr,22,51.5031653,-0.1123051,52.3675734,4.9041389,AMSTERDAM,Netherlands
M,LGW,LON,DOH,DOH,International,22-Apr,1,51.5031653,-0.1123051,25.2854473,51.5310398,DOHA,Qatar
L,STN,LON,GLA,GLA,Domestic,22-Apr,46,51.5031653,-0.1123051,55.8616704,-4.2583345,GLASGOW,United Kingdom
M,LHR,LON,BER,BER,International,22-Apr,9,51.5031653,-0.1123051,52.5200066,13.404954,BERLIN,Germany
