Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency,dep_lat,dep_lon,arr_lat,arr_lon,Arr City Name,Arr Country Name
M,CDG,PAR,BOS,BOS,International,22-Apr,30,48.8809481,2.3553137,42.3600825,-71.0588801,BOSTON,United States of America
M,CDG,PAR,JFK,NYC,International,22-Apr,31,48.8809481,2.3553137,40.7527262,-73.9772294,NEW YORK,United States of America
M,CDG,PAR,PMO,PMO,International,22-Apr,1,48.8809481,2.3553137,38.1156864,13.3614635,PALERMO,Italy
M,CDG,PAR,LOS,LOS,International,22-Apr,21,48.8809481,2.3553137,6.5243793,3.3792057,LAGOS,Nigeria
M,ORY,PAR,FSC,FSC,Domestic,22-Apr,2,48.8809481,2.3553137,41.48734,9.130112,FIGARI,France
M,ORY,PAR,AJA,AJA,Domestic,22-Apr,17,48.8809481,2.3553137,41.919229,8.738635,AJACCIO,France
M,CDG,PAR,MXP,MIL,International,22-Apr,24,48.8809481,2.3553137,45.468503,9.1824027,MILAN,Italy
L,ORY,PAR,ACE,ACE,International,22-Apr,5,48.8809481,2.3553137,29.0468535,-13.5899733,LANZAROTE,Spain and Canary Islands
M,CDG,PAR,MUC,MUC,International,22-Apr,27,48.8809481,2.3553137,48.1351253,11.5819806,MUNICH,Germany
M,CDG,PAR,MLA,MLA,International,22-Apr,1,48.8809481,2.3553137,35.937496,14.375416,MALTA,Malta
M,CDG,PAR,OTP,BUH,International,22-Apr,32,48.8809481,2.3553137,44.4267674,26.1025384,BUCHAREST,Romania
M,CDG,PAR,HER,HER,International,22-Apr,3,48.8809481,2.3553137,35.3387352,25.1442126,IRAKLEION,Greece
L,CDG,PAR,CPH,CPH,International,22-Apr,13,48.8809481,2.3553137,55.6760968,12.5683371,COPENHAGEN,Denmark
M,ORY,PAR,FEZ,FEZ,International,22-Apr,17,48.8809481,2.3553137,34.0181246,-5.0078451,FES,Morocco
L,CDG,PAR,PMI,PMI,International,22-Apr,13,48.8809481,2.3553137,39.5726541,2.6568551,PALMA MALLORCA,Spain and Canary Islands
M,CDG,PAR,OTP,BUH,International,22-Apr,33,48.8809481,2.3553137,44.4267674,26.1025384,BUCHAREST,Romania
M,ORY,PAR,ALG,ALG,International,22-Apr,2,48.8809481,2.3553137,36.753768,3.0587561,ALGIERS,Algeria
L,CDG,PAR,TFS,TCI,International,22-Apr,4,48.8809481,2.3553137,28.2915637,-16.6291304,TENERIFE,Spain and Canary Islands
M,CDG,PAR,JFK,NYC,International,22-Apr,30,48.8809481,2.3553137,40.7527262,-73.9772294,NEW YORK,United States of America
M,ORY,PAR,MAD,MAD,International,22-Apr,16,48.8809481,2.3553137,40.4167279,-3.7032905,MADRID,Spain and Canary Islands
M,ORY,PAR,NCE,NCE,Domestic,22-Apr,67,48.8809481,2.3553137,43.7101728,7.2619532,NICE,France
L,ORY,PAR,NAP,NAP,International,22-Apr,70,48.8809481,2.3553137,40.8517983,14.26812,NAPLES,Italy
M,CDG,PAR,HAM,HAM,International,22-Apr,8,48.8809481,2.3553137,53.5488282,9.9871703,HAMBURG,Germany
L,ORY,PAR,JMK,JMK,International,22-Apr,23,48.8809481,2.3553137,37.4414601,25.3667218,MYKONOS,Greece
M,CDG,PAR,MUC,MUC,International,22-Apr,71,48.8809481,2.3553137,48.1351253,11.5819806,MUNICH,Germany
M,CDG,PAR,RUN,RUN,International,22-Apr,1,48.8809481,2.3553137,-20.9202586,55.5136433,ST DENIS,Reunion
M,ORY,PAR,CAY,CAY,International,22-Apr,7,48.8809481,2.3553137,4.9379774,-52.3354386,CAYENNE,French Guiana
M,CDG,PAR,FRA,FRA,International,22-Apr,17,48.8809481,2.3553137,50.1109221,8.6821267,FRANKFURT,Germany
L,ORY,PAR,ESU,ESU,International,22-Apr,13,48.8809481,2.3553137,31.5084926,-9.7595041,ESSAOUIRA,Morocco
L,CDG,PAR,MXP,MIL,International,22-Apr,130,48.8809481,2.3553137,45.468503,9.1824027,MILAN,Italy
L,CDG,PAR,TLV,TLV,International,22-Apr,17,48.8809481,2.3553137,32.0852999,34.7817676,TEL AVIV YAFO,Israel
M,CDG,PAR,PUF,PUF,Domestic,22-Apr,84,48.8809481,2.3553137,43.2951,-0.370797,PAU,France
M,CDG,PAR,LYS,LYS,Domestic,22-Apr,6,48.8809481,2.3553137,45.764043,4.835659,LYON,France
L,CDG,PAR,AGP,AGP,International,22-Apr,30,48.8809481,2.3553137,28.2915637,-16.6291304,MALAGA,Spain and Canary Islands
L,ORY,PAR,WAW,WAW,International,22-Apr,25,48.8809481,2.3553137,52.2296756,21.0122287,WARSAW,Poland
M,CDG,PAR,BES,BES,Domestic,22-Apr,3,48.8809481,2.3553137,48.3899275,-4.4855959,BREST,France
M,CDG,PAR,MPL,MPL,Domestic,22-Apr,41,48.8809481,2.3553137,43.6108535,3.8761323,MONTPELLIER,France
L,BVA,PAR,POZ,POZ,International,22-Apr,8,48.8809481,2.3553137,52.4056786,16.9312766,POZNAN,Poland
L,ORY,PAR,LIN,MIL,International,22-Apr,30,48.8809481,2.3553137,45.468503,9.1824027,MILAN,Italy
M,CDG,PAR,LIM,LIM,International,22-Apr,22,48.8809481,2.3553137,-12.0466888,-77.0430886,LIMA,Peru
L,ORY,PAR,MAH,MAH,International,22-Apr,16,48.8809481,2.3553137,39.9496287,4.1104449,MENORCA,Spain and Canary Islands
M,ORY,PAR,RBA,RBA,International,22-Apr,26,48.8809481,2.3553137,34.0083637,-6.8538748,RABAT,Morocco
M,ORY,PAR,CLY,CLY,Domestic,22-Apr,22,48.8809481,2.3553137,42.567651,8.757222,CALVI,France
M,CDG,PAR,ARN,STO,International,22-Apr,1,48.8809481,2.3553137,59.3293235,18.0685808,STOCKHOLM,Sweden
M,CDG,PAR,BOD,BOD,Domestic,22-Apr,1,48.8809481,2.3553137,44.8416106,-0.5810938,BORDEAUX,France
M,CDG,PAR,FRA,FRA,International,22-Apr,81,48.8809481,2.3553137,50.1109221,8.6821267,FRANKFURT,Germany
M,CDG,PAR,CMN,CMN,International,22-Apr,31,48.8809481,2.3553137,#N/A,#N/A,#N/A,#N/A
L,CDG,PAR,BCN,BCN,International,22-Apr,29,48.8809481,2.3553137,41.3873974,2.168568,BARCELONA,Spain and Canary Islands
M,BVA,PAR,KBP,IEV,International,22-Apr,14,48.8809481,2.3553137,50.4503596,30.5245025,KIEV,Ukraine
M,CDG,PAR,CUN,CUN,International,22-Apr,10,48.8809481,2.3553137,21.161908,-86.8515279,CANCUN,Mexico
M,CDG,PAR,AMM,AMM,International,22-Apr,4,48.8809481,2.3553137,31.9543786,35.9105776,AMMAN,Jordan
M,CDG,PAR,IST,IST,International,22-Apr,11,48.8809481,2.3553137,41.0082376,28.9783589,ISTANBUL,Turkey
L,ORY,PAR,SFA,SFA,International,22-Apr,9,48.8809481,2.3553137,34.739822,10.7600196,SFAX,Tunisia
M,CDG,PAR,LYS,LYS,Domestic,22-Apr,16,48.8809481,2.3553137,45.764043,4.835659,LYON,France
M,CDG,PAR,BZV,BZV,International,22-Apr,10,48.8809481,2.3553137,-4.2744405,15.2812803,BRAZZAVILLE,Congo
M,ORY,PAR,CZL,CZL,International,22-Apr,14,48.8809481,2.3553137,36.3570052,6.6390282,CONSTANTINE,Algeria
M,CDG,PAR,VIE,VIE,International,22-Apr,1,48.8809481,2.3553137,48.2080696,16.3713095,VIENNA,Austria
M,ORY,PAR,DJE,DJE,International,22-Apr,23,48.8809481,2.3553137,33.8075978,10.8451467,DJERBA,Tunisia
L,CDG,PAR,NCE,NCE,Domestic,22-Apr,65,48.8809481,2.3553137,43.7101728,7.2619532,NICE,France
L,CDG,PAR,AYT,AYT,International,22-Apr,11,48.8809481,2.3553137,36.8968908,30.7133233,ANTALYA,Turkey
M,CDG,PAR,PRG,PRG,International,22-Apr,3,48.8809481,2.3553137,50.0755381,14.4378005,PRAGUE,Czech Republic
M,ORY,PAR,CLY,CLY,Domestic,22-Apr,1,48.8809481,2.3553137,42.567651,8.757222,CALVI,France
M,CDG,PAR,GOT,GOT,International,22-Apr,59,48.8809481,2.3553137,57.70887,11.97456,GOTHENBURG,Sweden
M,CDG,PAR,CAI,CAI,International,22-Apr,4,48.8809481,2.3553137,30.0444196,31.2357116,CAIRO,Egypt
L,CDG,PAR,OPO,OPO,International,22-Apr,33,48.8809481,2.3553137,37.7412488,-25.6755944,PORTO,Portugal (including Azores & Madeira)
L,CDG,PAR,FAO,FAO,International,22-Apr,4,48.8809481,2.3553137,37.7412488,-25.6755944,FARO,Portugal (including Azores & Madeira)
M,CDG,PAR,BJL,BJL,International,22-Apr,9,48.8809481,2.3553137,13.454375,-16.5753186,BANJUL,Gambia
M,CDG,PAR,CPH,CPH,International,22-Apr,20,48.8809481,2.3553137,55.6760968,12.5683371,COPENHAGEN,Denmark
M,CDG,PAR,PMI,PMI,International,22-Apr,1,48.8809481,2.3553137,39.5726541,2.6568551,PALMA MALLORCA,Spain and Canary Islands
M,CDG,PAR,TLS,TLS,Domestic,22-Apr,10,48.8809481,2.3553137,43.6048462,1.442848,TOULOUSE,France
L,ORY,PAR,HAM,HAM,International,22-Apr,13,48.8809481,2.3553137,53.5488282,9.9871703,HAMBURG,Germany
L,CDG,PAR,HAM,HAM,International,22-Apr,25,48.8809481,2.3553137,53.5488282,9.9871703,HAMBURG,Germany
M,CDG,PAR,AGP,AGP,International,22-Apr,14,48.8809481,2.3553137,28.2915637,-16.6291304,MALAGA,Spain and Canary Islands
M,CDG,PAR,MRS,MRS,Domestic,22-Apr,1,48.8809481,2.3553137,43.3025742,5.3690743,MARSEILLE,France
M,CDG,PAR,ATH,ATH,International,22-Apr,27,48.8809481,2.3553137,37.9838096,23.7275388,ATHENS,Greece
M,CDG,PAR,HAJ,HAJ,International,22-Apr,11,48.8809481,2.3553137,52.3758916,9.7320104,HANOVER,Germany
M,CDG,PAR,BHX,BHX,International,22-Apr,7,48.8809481,2.3553137,52.4822694,-1.8900078,BIRMINGHAM,United Kingdom
L,ORY,PAR,TNG,TNG,International,22-Apr,10,48.8809481,2.3553137,35.7594651,-5.8339543,TANGIER,Morocco
M,CDG,PAR,IST,IST,International,22-Apr,1,48.8809481,2.3553137,41.0082376,28.9783589,ISTANBUL,Turkey
M,ORY,PAR,RAK,RAK,International,22-Apr,7,48.8809481,2.3553137,31.6225224,-7.9898258,MARRAKECH,Morocco
M,ORY,PAR,TLS,TLS,Domestic,22-Apr,87,48.8809481,2.3553137,43.6048462,1.442848,TOULOUSE,France
M,CDG,PAR,NUE,NUE,International,22-Apr,44,48.8809481,2.3553137,49.4542881,11.0745641,NUREMBERG,Germany
L,BVA,PAR,CLJ,CLJ,International,22-Apr,5,48.8809481,2.3553137,46.7712101,23.6236353,CLUJ-NAPOCA,Romania
L,ORY,PAR,TLS,TLS,Domestic,22-Apr,25,48.8809481,2.3553137,43.6048462,1.442848,TOULOUSE,France
M,ORY,PAR,MRU,MRU,International,22-Apr,11,48.8809481,2.3553137,-20.348404,57.552152,MAURITIUS,Mauritius
M,CDG,PAR,TUN,TUN,International,22-Apr,23,48.8809481,2.3553137,36.8064948,10.1815316,TUNIS,Tunisia
L,ORY,PAR,MAD,MAD,International,22-Apr,84,48.8809481,2.3553137,40.4167279,-3.7032905,MADRID,Spain and Canary Islands
M,CDG,PAR,OSL,OSL,International,22-Apr,3,48.8809481,2.3553137,59.9138688,10.7522454,OSLO,Norway
M,ORY,PAR,RAK,RAK,International,22-Apr,77,48.8809481,2.3553137,31.6225224,-7.9898258,MARRAKECH,Morocco
L,CDG,PAR,ALC,ALC,International,22-Apr,59,48.8809481,2.3553137,38.3457685,-0.4909444,ALICANTE,Spain and Canary Islands
M,CDG,PAR,ZRH,ZRH,International,22-Apr,13,48.8809481,2.3553137,47.3768866,8.541694,ZURICH,Switzerland
M,CDG,PAR,ESB,ANK,International,22-Apr,3,48.8809481,2.3553137,39.9333635,32.8597419,ANKARA,Turkey
M,CDG,PAR,IAD,WAS,International,22-Apr,14,48.8809481,2.3553137,47.7510741,-120.7401386,WASHINGTON,United States of America
M,CDG,PAR,ORD,CHI,International,22-Apr,30,48.8809481,2.3553137,41.8781136,-87.6297982,CHICAGO,United States of America
L,ORY,PAR,GLA,GLA,International,22-Apr,9,48.8809481,2.3553137,55.8616704,-4.2583345,GLASGOW,United Kingdom
M,CDG,PAR,LHR,LON,International,22-Apr,27,48.8809481,2.3553137,51.5031653,-0.1123051,LONDON,United Kingdom
M,CDG,PAR,NCL,NCL,International,22-Apr,15,48.8809481,2.3553137,54.978252,-1.61778,NEWCASTLE,United Kingdom
M,CDG,PAR,NSI,YAO,International,22-Apr,1,48.8809481,2.3553137,3.8616853,11.5202292,YAOUNDE,Cameroon
L,BVA,PAR,IAS,IAS,International,22-Apr,13,48.8809481,2.3553137,47.1584549,27.6014418,IASI,Romania
M,CDG,PAR,MLA,MLA,International,22-Apr,22,48.8809481,2.3553137,35.937496,14.375416,MALTA,Malta
M,CDG,PAR,AUH,AUH,International,22-Apr,1,48.8809481,2.3553137,24.453884,54.3773438,ABU DHABI,United Arab Emirates
M,CDG,PAR,DJE,DJE,International,22-Apr,45,48.8809481,2.3553137,33.8075978,10.8451467,DJERBA,Tunisia
L,ORY,PAR,OVD,OVD,International,22-Apr,9,48.8809481,2.3553137,43.2504393,-5.9832577,ASTURIAS,Spain and Canary Islands
M,CDG,PAR,NRT,TYO,International,22-Apr,17,48.8809481,2.3553137,35.6811673,139.7670516,TOKYO,Japan
L,ORY,PAR,FUE,FUE,International,22-Apr,13,48.8809481,2.3553137,28.3587436,-14.053676,FUERTEVENTURA,Spain and Canary Islands
L,CDG,PAR,GLA,GLA,International,22-Apr,21,48.8809481,2.3553137,55.8616704,-4.2583345,GLASGOW,United Kingdom
M,CDG,PAR,ZRH,ZRH,International,22-Apr,1,48.8809481,2.3553137,47.3768866,8.541694,ZURICH,Switzerland
M,ORY,PAR,MUC,MUC,International,22-Apr,4,48.8809481,2.3553137,48.1351253,11.5819806,MUNICH,Germany
M,CDG,PAR,JFK,NYC,International,22-Apr,23,48.8809481,2.3553137,40.7527262,-73.9772294,NEW YORK,United States of America
M,CDG,PAR,TNR,TNR,International,22-Apr,2,48.8809481,2.3553137,-18.9184607,47.5211293,ANTANANARIVO,Madagascar
M,CDG,PAR,MIA,MIA,International,22-Apr,30,48.8809481,2.3553137,25.7616798,-80.1917902,MIAMI,United States of America
L,ORY,PAR,BER,BER,International,22-Apr,8,48.8809481,2.3553137,52.5200066,13.404954,BERLIN,Germany
M,CDG,PAR,ATL,ATL,International,22-Apr,49,48.8809481,2.3553137,33.748752,-84.3876845,ATLANTA,United States of America
M,CDG,PAR,ALG,ALG,International,22-Apr,15,48.8809481,2.3553137,36.753768,3.0587561,ALGIERS,Algeria
M,CDG,PAR,NTE,NTE,Domestic,22-Apr,34,48.8809481,2.3553137,47.218371,-1.553621,NANTES,France
M,CDG,PAR,NAP,NAP,International,22-Apr,2,48.8809481,2.3553137,40.8517983,14.26812,NAPLES,Italy
L,ORY,PAR,EDI,EDI,International,22-Apr,9,48.8809481,2.3553137,55.953252,-3.188267,EDINBURGH,United Kingdom
M,CDG,PAR,BUD,BUD,International,22-Apr,20,48.8809481,2.3553137,47.497912,19.040235,BUDAPEST,Hungary
M,CDG,PAR,TLV,TLV,International,22-Apr,10,48.8809481,2.3553137,32.0852999,34.7817676,TEL AVIV YAFO,Israel
M,CDG,PAR,TLV,TLV,International,22-Apr,3,48.8809481,2.3553137,32.0852999,34.7817676,TEL AVIV YAFO,Israel
M,CDG,PAR,ACC,ACC,International,22-Apr,13,48.8809481,2.3553137,5.5592846,-0.1974306,ACCRA,Ghana
M,CDG,PAR,LYS,LYS,Domestic,22-Apr,24,48.8809481,2.3553137,45.764043,4.835659,LYON,France
M,CDG,PAR,LHR,LON,International,22-Apr,69,48.8809481,2.3553137,51.5031653,-0.1123051,LONDON,United Kingdom
M,CDG,PAR,VIE,VIE,International,22-Apr,56,48.8809481,2.3553137,48.2080696,16.3713095,VIENNA,Austria
L,ORY,PAR,ALC,ALC,International,22-Apr,19,48.8809481,2.3553137,38.3457685,-0.4909444,ALICANTE,Spain and Canary Islands
L,CDG,PAR,SPU,SPU,International,22-Apr,9,48.8809481,2.3553137,43.5147118,16.4435148,SPLIT,Croatia
M,ORY,PAR,VIL,VIL,International,22-Apr,4,48.8809481,2.3553137,23.7221111,-15.9347384,DAKHLA,Morocco
L,ORY,PAR,PMI,PMI,International,22-Apr,11,48.8809481,2.3553137,39.5726541,2.6568551,PALMA MALLORCA,Spain and Canary Islands
L,ORY,PAR,TNG,TNG,International,22-Apr,11,48.8809481,2.3553137,35.7594651,-5.8339543,TANGIER,Morocco
L,BVA,PAR,BGY,MIL,International,22-Apr,43,48.8809481,2.3553137,45.468503,9.1824027,MILAN,Italy
M,ORY,PAR,MRS,MRS,Domestic,22-Apr,24,48.8809481,2.3553137,43.3025742,5.3690743,MARSEILLE,France
M,CDG,PAR,MAD,MAD,International,22-Apr,60,48.8809481,2.3553137,40.4167279,-3.7032905,MADRID,Spain and Canary Islands
M,CDG,PAR,MUC,MUC,International,22-Apr,38,48.8809481,2.3553137,48.1351253,11.5819806,MUNICH,Germany
M,CDG,PAR,NCE,NCE,Domestic,22-Apr,5,48.8809481,2.3553137,43.7101728,7.2619532,NICE,France
M,CDG,PAR,MEX,MEX,International,22-Apr,30,48.8809481,2.3553137,19.4326077,-99.133208,MEXICO CITY,Mexico
L,ORY,PAR,BRI,BRI,International,22-Apr,13,48.8809481,2.3553137,41.1171432,16.8718715,BARI,Italy
M,CDG,PAR,ARN,STO,International,22-Apr,71,48.8809481,2.3553137,59.3293235,18.0685808,STOCKHOLM,Sweden
M,CDG,PAR,ORD,CHI,International,22-Apr,21,48.8809481,2.3553137,41.8781136,-87.6297982,CHICAGO,United States of America
M,CDG,PAR,LAX,LAX,International,22-Apr,12,48.8809481,2.3553137,34.0549076,-118.242643,LOS ANGELES,United States of America
M,ORY,PAR,MUC,MUC,International,22-Apr,45,48.8809481,2.3553137,48.1351253,11.5819806,MUNICH,Germany
M,ORY,PAR,FSC,FSC,Domestic,22-Apr,1,48.8809481,2.3553137,41.48734,9.130112,FIGARI,France
L,CDG,PAR,BIA,BIA,Domestic,22-Apr,23,48.8809481,2.3553137,42.697283,9.450881,BASTIA,France
L,ORY,PAR,EVN,EVN,International,22-Apr,3,48.8809481,2.3553137,40.1872023,44.515209,YEREVAN,Armenia
M,CDG,PAR,BOM,BOM,International,22-Apr,1,48.8809481,2.3553137,19.0759837,72.8776559,MUMBAI,India (including Andaman Isl.)
M,ORY,PAR,AJA,AJA,Domestic,22-Apr,45,48.8809481,2.3553137,41.919229,8.738635,AJACCIO,France
M,ORY,PAR,MAD,MAD,International,22-Apr,42,48.8809481,2.3553137,40.4167279,-3.7032905,MADRID,Spain and Canary Islands
L,BVA,PAR,SDR,SDR,International,22-Apr,9,48.8809481,2.3553137,28.2915637,-16.6291304,SANTANDER,Spain and Canary Islands
M,BVA,PAR,KIV,KIV,International,22-Apr,11,48.8809481,2.3553137,47.0104529,28.8638103,CHISINAU,Moldova Rep. of
M,CDG,PAR,DXB,DXB,International,22-Apr,5,48.8809481,2.3553137,25.2048493,55.2707828,DUBAI,United Arab Emirates
M,CDG,PAR,BHX,BHX,International,22-Apr,5,48.8809481,2.3553137,52.4822694,-1.8900078,BIRMINGHAM,United Kingdom
L,CDG,PAR,BIO,BIO,International,22-Apr,25,48.8809481,2.3553137,43.2633799,-2.9348121,BILBAO,Spain and Canary Islands
M,CDG,PAR,ZRH,ZRH,International,22-Apr,6,48.8809481,2.3553137,47.3768866,8.541694,ZURICH,Switzerland
M,CDG,PAR,WAW,WAW,International,22-Apr,2,48.8809481,2.3553137,52.2296756,21.0122287,WARSAW,Poland
M,CDG,PAR,NAP,NAP,International,22-Apr,20,48.8809481,2.3553137,40.8517983,14.26812,NAPLES,Italy
M,CDG,PAR,DUB,DUB,International,22-Apr,20,48.8809481,2.3553137,53.3498053,-6.2603097,DUBLIN,Ireland
M,CDG,PAR,LAD,LAD,International,22-Apr,8,48.8809481,2.3553137,-8.8146556,13.2301756,LUANDA,Angola
M,CDG,PAR,TLL,TLL,International,22-Apr,13,48.8809481,2.3553137,59.4369608,24.7535746,TALLINN,Estonia
M,ORY,PAR,LIS,LIS,International,22-Apr,17,48.8809481,2.3553137,37.7412488,-25.6755944,LISBON,Portugal (including Azores & Madeira)
M,CDG,PAR,ORK,ORK,International,22-Apr,1,48.8809481,2.3553137,51.8985143,-8.4756035,CORK,Ireland
M,CDG,PAR,ALG,ALG,International,22-Apr,5,48.8809481,2.3553137,36.753768,3.0587561,ALGIERS,Algeria
M,ORY,PAR,RUN,RUN,International,22-Apr,29,48.8809481,2.3553137,-20.9202586,55.5136433,ST DENIS,Reunion
M,ORY,PAR,RUN,RUN,International,22-Apr,3,48.8809481,2.3553137,-20.9202586,55.5136433,ST DENIS,Reunion
L,ORY,PAR,MPL,MPL,Domestic,22-Apr,60,48.8809481,2.3553137,43.6108535,3.8761323,MONTPELLIER,France
M,CDG,PAR,ALG,ALG,International,22-Apr,4,48.8809481,2.3553137,36.753768,3.0587561,ALGIERS,Algeria
L,ORY,PAR,AMM,AMM,International,22-Apr,9,48.8809481,2.3553137,31.9543786,35.9105776,AMMAN,Jordan
M,ORY,PAR,CAY,CAY,International,22-Apr,12,48.8809481,2.3553137,4.9379774,-52.3354386,CAYENNE,French Guiana
M,CDG,PAR,NAP,NAP,International,22-Apr,2,48.8809481,2.3553137,40.8517983,14.26812,NAPLES,Italy
M,CDG,PAR,VCE,VCE,International,22-Apr,10,48.8809481,2.3553137,45.440379,12.3159547,VENICE,Italy
